"","ID","DISEASE_TYPE","YEAR","LAT","LON","REGION","SUBREGION","COUNTRY","LOCATION","NEAREST_TOWN","GENUS_SPECIES","PERCENTAGE_INCIDENCE","DISEASE_REMARKS","MORTALITY_PERCENTAGE","DISEASED_PERCENTAGE","REFERENCE_ID","REMARKS","COUNTRY_CODE","SOURCE"
"5639",4047,"No disease",2004,4.106055556,118.6360556,"Asia","Southeast Asia","Malaysia","Turtle Patch, Pulau Sipadan","Sabah, Semporna","","0","no disease","unknown","unknown",NA,"Source: Reef Check, 2005; General Comments: depth was 3m, % incidence averaged from four consecutive 20m transect sections","MYS",""
"5640",4048,"No disease",2004,4.106055556,118.6360556,"Asia","Southeast Asia","Malaysia","Turtle Patch, Pulau Sipadan","Sabah, Semporna","","0","no disease","unknown","unknown",NA,"Source: Reef Check, 2005; General Comments: depth was 9m, % incidence averaged from four consecutive 20m transect sections","MYS",""
"5641",2457,"No disease",2000,7.1105,117.0976667,"Asia","Southeast Asia","Malaysia","West End of Serundang Reef","","","0","no disease","unknown","unknown",NA,"Source: Reef Check, 2005; General Comments: depth was 4m, % incidence averaged from four consecutive 20m transect sections","MYS",""
"5642",2458,"No disease",2000,7.1105,117.0976667,"Asia","Southeast Asia","Malaysia","West End of Serundang Reef","","","0","no disease","unknown","unknown",NA,"Source: Reef Check, 2005; General Comments: depth was 9m, % incidence averaged from four consecutive 20m transect sections","MYS",""
"5643",2461,"No disease",2000,7.12,117.1161667,"Asia","Southeast Asia","Malaysia","West end patch SW pagassan","","","0","no disease","unknown","unknown",NA,"Source: Reef Check, 2005; General Comments: depth was 4m, % incidence averaged from four consecutive 20m transect sections","MYS",""
"5644",2462,"No disease",2000,7.12,117.1161667,"Asia","Southeast Asia","Malaysia","West end patch SW pagassan","","","0","no disease","unknown","unknown",NA,"Source: Reef Check, 2005; General Comments: depth was 9m, % incidence averaged from four consecutive 20m transect sections","MYS",""
"5645",3920,"No disease",2003,10.57102778,98.03094444,"Asia","Southeast Asia","Myanmar","Great Swinton Island","Great Swinton Island, ","","0","no disease","unknown","unknown",NA,"Source: Reef Check, 2005; General Comments: depth was 5.5m, % incidence averaged from four consecutive 20m transect sections","MMR",""
"5646",2829,"Patchy necrosis/ white pox",2001,11.82,97.65166667,"Asia","Southeast Asia","Myanmar","Kunn Thee Island","Central Mergui Atoll, ","Porites spp.","unknown","no record","unknown","unknown",NA,"Source: Reef Check, 2005; General Comments: depth was 3m, % incidence averaged from four consecutive 20m transect sections","MMR",""
"5647",3988,"Patchy necrosis/ white pox",2003,10.68213889,98.18444444,"Asia","Southeast Asia","Myanmar","Kyunn Thone Lon","Lampi Island, Southern Mergui Archipelago","Porites spp.","unknown","no record","unknown","unknown",NA,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections","MMR",""
"5648",3989,"Patchy necrosis/ white pox",2003,10.68213889,98.18444444,"Asia","Southeast Asia","Myanmar","Kyunn Thone Lon","Lampi Island, Southern Mergui Archipelago","Acropora spp.","unknown","no record","unknown","unknown",NA,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections","MMR",""
"5649",3925,"No disease",2003,10.70111111,98.23219444,"Asia","Southeast Asia","Myanmar","Lampi Island","SE Lampi Island, ","","0","no disease","unknown","unknown",NA,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections","MMR",""
"5650",3921,"No disease",2003,10.96933333,98.14483333,"Asia","Southeast Asia","Myanmar","Lampi Island North","","","0","no disease","unknown","unknown",NA,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections","MMR",""
"5651",3919,"No disease",2003,10.14861111,97.97463889,"Asia","Southeast Asia","Myanmar","McLeod Island (Kho Yinn Khwa)","Tenasserim/Thanitary, McLeod Island (Kho Yinn Khwa), W. Bay","","0","no disease","unknown","unknown",NA,"Source: Reef Check, 2005; General Comments: depth was 5.5m, % incidence averaged from four consecutive 20m transect sections","MMR",""
"5652",3924,"No disease",2003,10.46686111,98.21955556,"Asia","Southeast Asia","Myanmar","Poni Island","","","0","no disease","unknown","unknown",NA,"Source: Reef Check, 2005; General Comments: depth was 2m, % incidence averaged from four consecutive 20m transect sections","MMR",""
"5653",3922,"No disease",2003,10.79944444,98.20138889,"Asia","Southeast Asia","Myanmar","Tar Yar Island","Lampi Island, Southern Mergui Archipelago","","0","no disease","unknown","unknown",NA,"Source: Reef Check, 2005; General Comments: depth was 4.5m, % incidence averaged from four consecutive 20m transect sections","MMR",""
"5654",3923,"No disease",2003,10.79944444,98.20138889,"Asia","Southeast Asia","Myanmar","Tar Yar Island","Lampi Island, Southern Mergui Archipelago","","0","no disease","unknown","unknown",NA,"Source: Reef Check, 2005; General Comments: depth was 8.5m, % incidence averaged from four consecutive 20m transect sections","MMR",""
"5655",2823,"Pink spot",2001,10.79944444,98.20138889,"Asia","Southeast Asia","Myanmar","Tar Yar Island","Lampi Island, Southern Mergui Archipelago","","unknown","no record","unknown","unknown",NA,"Source: Reef Check, 2005; General Comments: depth was 5.5m, % incidence averaged from four consecutive 20m transect sections","MMR",""
"5656",28506,"Disease unspecified",2004,10.79944444,98.20138889,"Asia","Southeast Asia","Myanmar","Tar Yar Island","Lampi Island, Southern Mergui Archipelago","","10","Few (2-50) colonies","unknown","unknown",NA,"Source: Reef Check, 2005; General Comments: depth was 7m, % incidence averaged from four consecutive 20m transect sections","MMR",""
"5657",1688,"Disease unspecified",1996,12.05,122.9,"Asia","Southeast Asia","Philippines","","","Porites attenuata","10","Few (2-50) colonies","no data","no data",NA,"Raymundo, coral-list posting, 1996","PHL",""
"5658",563,"Black-band Disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Goniastrea pectinata","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5659",564,"Black-band Disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Platygyra lamellina","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5660",565,"Black-band Disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Goniastrea pectinata","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5661",566,"Black-band Disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Platygyra lamellina","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5662",567,"Black-band Disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Goniastrea pectinata","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5663",568,"Black-band Disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Platygyra lamellina","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5664",569,"Black-band Disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Goniastrea pectinata","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5665",570,"Black-band Disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Platygyra lamellina","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5666",696,"White-band disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Stylophora pistillata","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5667",697,"White-band disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Stylophora pistillata","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5668",698,"White-band disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Stylophora pistillata","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5669",699,"White-band disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Stylophora pistillata","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5670",700,"White-band disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Pocillopora damicornis","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5671",701,"White-band disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Pocillopora damicornis","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5672",702,"White-band disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Pocillopora damicornis","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5673",703,"White-band disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Pocillopora damicornis","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5674",704,"White-band disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Pocillopora verrucosa","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5675",705,"White-band disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Pocillopora verrucosa","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5676",706,"White-band disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Pocillopora verrucosa","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5677",707,"White-band disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Pocillopora verrucosa","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5678",708,"White-band disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Acropora palifera","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5679",709,"White-band disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Acropora palifera","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5680",710,"White-band disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Acropora palifera","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5681",711,"White-band disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Acropora palifera","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5682",712,"White-band disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Acropora squarrosa","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5683",713,"White-band disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Acropora squarrosa","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5684",714,"White-band disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Acropora squarrosa","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5685",715,"White-band disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Acropora squarrosa","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5686",716,"White-band disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Acropora humilis","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5687",717,"White-band disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Acropora humilis","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5688",718,"White-band disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Acropora humilis","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5689",719,"White-band disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Acropora humilis","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5690",720,"White-band disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Acropora hyacinthus","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5691",721,"White-band disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Acropora hyacinthus","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5692",722,"White-band disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Acropora hyacinthus","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5693",723,"White-band disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Acropora hyacinthus","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5694",724,"White-band disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Acropora variabilis","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5695",725,"White-band disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Acropora variabilis","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5696",726,"White-band disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Acropora variabilis","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5697",727,"White-band disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Acropora variabilis","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5698",728,"White-band disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Montipora ehrenbergi","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5699",729,"White-band disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Montipora ehrenbergi","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5700",730,"White-band disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Montipora ehrenbergi","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5701",731,"White-band disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Montipora ehrenbergi","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5702",732,"White-band disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Leptoseris mycetoseroides","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5703",733,"White-band disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Leptoseris mycetoseroides","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5704",734,"White-band disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Leptoseris mycetoseroides","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5705",735,"White-band disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Leptoseris mycetoseroides","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5706",736,"White-band disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Podabacia crustacea","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5707",737,"White-band disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Podabacia crustacea","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5708",738,"White-band disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Podabacia crustacea","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5709",739,"White-band disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Podabacia crustacea","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5710",740,"White-band disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Porites lutea","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5711",741,"White-band disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Porites lutea","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5712",742,"White-band disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Porites lutea","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5713",743,"White-band disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Porites lutea","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5714",744,"White-band disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Favia favus","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5715",745,"White-band disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Favia favus","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5716",746,"White-band disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Favia favus","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5717",747,"White-band disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Favia favus","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5718",748,"White-band disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Favia pallida","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5719",749,"White-band disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Favia pallida","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5720",750,"White-band disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Favia pallida","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5721",751,"White-band disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Favia pallida","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5722",752,"White-band disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Favia stelligera","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5723",753,"White-band disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Favia stelligera","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5724",754,"White-band disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Favia stelligera","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5725",755,"White-band disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Favia stelligera","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5726",756,"White-band disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Favites petagona","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5727",757,"White-band disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Favites petagona","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5728",758,"White-band disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Favites petagona","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5729",759,"White-band disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Favites petagona","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5730",760,"White-band disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Goniastrea retiformis","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5731",761,"White-band disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Goniastrea retiformis","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5732",762,"White-band disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Goniastrea retiformis","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5733",763,"White-band disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Goniastrea retiformis","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5734",764,"White-band disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Goniastrea pectinata","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5735",765,"White-band disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Goniastrea pectinata","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5736",766,"White-band disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Goniastrea pectinata","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5737",767,"White-band disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Goniastrea pectinata","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5738",768,"White-band disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Platygyra lamellina","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5739",769,"White-band disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Platygyra lamellina","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5740",770,"White-band disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Platygyra lamellina","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5741",771,"White-band disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Platygyra lamellina","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5742",772,"White-band disease",1981,10.196,123.343,"Asia","Southeast Asia","Philippines","","Negros Oriental Island","Lobophyllia corymbosa","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5743",773,"White-band disease",1981,9.133,123.454,"Asia","Southeast Asia","Philippines","","Sumilon Island","Lobophyllia corymbosa","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5744",774,"White-band disease",1981,9.0667,123.7,"Asia","Southeast Asia","Philippines","","Siquijor Island","Lobophyllia corymbosa","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
"5745",775,"White-band disease",1981,9.0833,123.2667,"Asia","Southeast Asia","Philippines","","Apo Island","Lobophyllia corymbosa","no data","no record","no data","no data",1160,"","PHL","Antonius,  A., 1985. Coral diseases in the Indo-Pacific a first record. Mar. Ecol."
